Year,Country_Code,Country_Name,Host_city,Host_country,Gold,Silver,Bronze,Total_Medals,Continent
1996,FRA,France,Atlanta,United States,15,7,15,37,Europe
1996,ITA,Italy,Atlanta,United States,13,10,12,35,Europe
1996,AUS,Australia,Atlanta,United States,9,9,23,41,Oceania
1996,CUB,Cuba,Atlanta,United States,9,8,8,25,North America
1996,UKR,Ukraine,Atlanta,United States,9,2,12,23,Europe
1996,KOR,South Korea,Atlanta,United States,7,15,5,27,Asia
1996,POL,Poland,Atlanta,United States,7,5,5,17,Europe
1996,HUN,Hungary,Atlanta,United States,7,4,10,21,Europe
1996,ESP,Spain,Atlanta,United States,5,6,6,17,Europe
1996,ROU,Romania,Atlanta,United States,4,7,9,20,Europe
1996,NLD,Netherlands,Atlanta,United States,4,5,10,19,Europe
1996,GRC,Greece,Atlanta,United States,4,4,0,8,Europe
1996,CZE,Czech Republic,Atlanta,United States,4,3,4,11,Europe
1996,CHE,Switzerland,Atlanta,United States,4,3,0,7,Europe
1996,DNK,Denmark,Atlanta,United States,4,1,1,6,Europe
1996,TUR,Turkey,Atlanta,United States,4,1,1,6,Asia
1996,CAN,Canada,Atlanta,United States,3,11,8,22,North America
1996,BGR,Bulgaria,Atlanta,United States,3,7,5,15,Europe
1996,JPN,Japan,Atlanta,United States,3,6,5,14,Asia
1996,KAZ,Kazakhstan,Atlanta,United States,3,4,4,11,Asia
1996,BRA,Brazil,Atlanta,United States,3,3,9,15,South America
1996,NZL,New Zealand,Atlanta,United States,3,2,1,6,Oceania
1996,ZAF,South Africa,Atlanta,United States,3,1,1,5,Africa
1996,IRL,Ireland,Atlanta,United States,3,0,1,4,Europe
1996,SWE,Sweden,Atlanta,United States,2,4,2,8,Europe
1996,NOR,Norway,Atlanta,United States,2,2,3,7,Europe
1996,BEL,Belgium,Atlanta,United States,2,2,2,6,Europe
1996,NGA,Nigeria,Atlanta,United States,2,1,3,6,Africa
1996,PRK,North Korea,Atlanta,United States,2,1,2,5,Asia
1996,DZA,Algeria,Atlanta,United States,2,0,1,3,Africa
1996,ETH,Ethiopia,Atlanta,United States,2,0,1,3,Africa
1996,GBR,Great Britain,Atlanta,United States,1,8,6,15,Europe
1996,BLR,Belarus,Atlanta,United States,1,6,8,15,Europe
1996,KEN,Kenya,Atlanta,United States,1,4,3,8,Africa
1996,JAM,Jamaica,Atlanta,United States,1,3,2,6,North America
1996,FIN,Finland,Atlanta,United States,1,2,1,4,Europe
1996,IDN,Indonesia,Atlanta,United States,1,1,2,4,Asia
1996,YUG,Yugoslavia,Atlanta,United States,1,1,2,4,Europe
1996,IRN,Iran,Atlanta,United States,1,1,1,3,Asia
1996,SVK,Slovakia,Atlanta,United States,1,1,1,3,Europe
1996,ARM,Armenia,Atlanta,United States,1,1,0,2,Asia
1996,HRV,Croatia,Atlanta,United States,1,1,0,2,Europe
1996,PRT,Portugal,Atlanta,United States,1,0,1,2,Europe
1996,THA,Thailand,Atlanta,United States,1,0,1,2,Asia
1996,BDI,Burundi,Atlanta,United States,1,0,0,1,Africa
1996,CRI,Costa Rica,Atlanta,United States,1,0,0,1,North America
1996,ECU,Ecuador,Atlanta,United States,1,0,0,1,South America
1996,HKG,Hong Kong,Atlanta,United States,1,0,0,1,Asia
1996,SYR,Syria,Atlanta,United States,1,0,0,1,Asia
1996,ARG,Argentina,Atlanta,United States,0,2,1,3,South America
1996,NAM,Namibia,Atlanta,United States,0,2,0,2,Africa
1996,SVN,Slovenia,Atlanta,United States,0,2,0,2,Europe
1996,AUT,Austria,Atlanta,United States,0,1,2,3,Europe
1996,MYS,Malaysia,Atlanta,United States,0,1,1,2,Asia
1996,MDA,Moldova,Atlanta,United States,0,1,1,2,Europe
1996,UZB,Uzbekistan,Atlanta,United States,0,1,1,2,Asia
1996,AZE,Azerbaijan,Atlanta,United States,0,1,0,1,Asia
1996,BHS,Bahamas,Atlanta,United States,0,1,0,1,North America
1996,TWN,Chinese Taipei,Atlanta,United States,0,1,0,1,Asia
1996,LVA,Latvia,Atlanta,United States,0,1,0,1,Europe
1996,PHL,Philippines,Atlanta,United States,0,1,0,1,Asia
1996,TON,Tonga,Atlanta,United States,0,1,0,1,Oceania
1996,ZMB,Zambia,Atlanta,United States,0,1,0,1,Africa
1996,GEO,Georgia,Atlanta,United States,0,0,2,2,Asia
1996,MAR,Morocco,Atlanta,United States,0,0,2,2,Africa
1996,TTO,Trinidad and Tobago,Atlanta,United States,0,0,2,2,North America
1996,IND,India,Atlanta,United States,0,0,1,1,Asia
1996,ISR,Israel,Atlanta,United States,0,0,1,1,Asia
1996,LTU,Lithuania,Atlanta,United States,0,0,1,1,Europe
1996,MEX,Mexico,Atlanta,United States,0,0,1,1,North America
1996,MNG,Mongolia,Atlanta,United States,0,0,1,1,Asia
1996,MOZ,Mozambique,Atlanta,United States,0,0,1,1,Africa
1996,PRI,Puerto Rico,Atlanta,United States,0,0,1,1,North America
1996,TUN,Tunisia,Atlanta,United States,0,0,1,1,Africa
1996,UGA,Uganda,Atlanta,United States,0,0,1,1,Africa
1992,EUN,Unified Team,Barcelona,Spain,45,38,29,112,Europe
1992,USA,United States,Barcelona,Spain,37,34,37,108,North America
1992,DEU,Germany,Barcelona,Spain,33,21,28,82,Europe
1992,CHN,China,Barcelona,Spain,16,22,16,54,Asia
1992,CUB,Cuba,Barcelona,Spain,14,6,11,31,North America
1992,ESP,Spain,Barcelona,Spain,13,7,2,22,Europe
1992,KOR,South Korea,Barcelona,Spain,12,5,12,29,Asia
1992,HUN,Hungary,Barcelona,Spain,11,12,7,30,Europe
1992,FRA,France,Barcelona,Spain,8,5,16,29,Europe
1992,AUS,Australia,Barcelona,Spain,7,9,11,27,Oceania
1992,CAN,Canada,Barcelona,Spain,7,4,7,18,North America
1992,ITA,Italy,Barcelona,Spain,6,5,8,19,Europe
1992,GBR,Great Britain,Barcelona,Spain,5,3,12,20,Europe
1992,ROU,Romania,Barcelona,Spain,4,6,8,18,Europe
1992,CZE,Czechoslovakia,Barcelona,Spain,4,2,1,7,Europe
1992,PRK,North Korea,Barcelona,Spain,4,0,5,9,Asia
1992,JPN,Japan,Barcelona,Spain,3,8,11,22,Asia
1992,BGR,Bulgaria,Barcelona,Spain,3,7,6,16,Europe
1992,POL,Poland,Barcelona,Spain,3,6,10,19,Europe
1992,NLD,Netherlands,Barcelona,Spain,2,6,7,15,Europe
1992,KEN,Kenya,Barcelona,Spain,2,4,2,8,Africa
1992,NOR,Norway,Barcelona,Spain,2,4,1,7,Europe
1992,TUR,Turkey,Barcelona,Spain,2,2,2,6,Asia
1992,IDN,Indonesia,Barcelona,Spain,2,2,1,5,Asia
1992,BRA,Brazil,Barcelona,Spain,2,1,0,3,South America
1992,GRC,Greece,Barcelona,Spain,2,0,0,2,Europe
1992,SWE,Sweden,Barcelona,Spain,1,7,4,12,Europe
1992,NZL,New Zealand,Barcelona,Spain,1,4,5,10,Oceania
1992,FIN,Finland,Barcelona,Spain,1,2,2,5,Europe
1992,DNK,Denmark,Barcelona,Spain,1,1,4,6,Europe
1992,MAR,Morocco,Barcelona,Spain,1,1,1,3,Africa
1992,IRL,Ireland,Barcelona,Spain,1,1,0,2,Europe
1992,ETH,Ethiopia,Barcelona,Spain,1,0,2,3,Africa
1992,DZA,Algeria,Barcelona,Spain,1,0,1,2,Africa
1992,EST,Estonia,Barcelona,Spain,1,0,1,2,Europe
1992,LTU,Lithuania,Barcelona,Spain,1,0,1,2,Europe
1992,CHE,Switzerland,Barcelona,Spain,1,0,0,1,Europe
1992,JAM,Jamaica,Barcelona,Spain,0,3,1,4,North America
1992,NGA,Nigeria,Barcelona,Spain,0,3,1,4,Africa
1992,LVA,Latvia,Barcelona,Spain,0,2,1,3,Europe
1992,AUT,Austria,Barcelona,Spain,0,2,0,2,Europe
1992,NAM,Namibia,Barcelona,Spain,0,2,0,2,Africa
1992,ZAF,South Africa,Barcelona,Spain,0,2,0,2,Africa
1992,BEL,Belgium,Barcelona,Spain,0,1,2,3,Europe
1992,HRV,Croatia,Barcelona,Spain,0,1,2,3,Europe
1992,IOP,Independent Olympic Participants,Barcelona,Spain,0,1,2,3,Independent
1992,IRN,Iran,Barcelona,Spain,0,1,2,3,Asia
1992,ISR,Israel,Barcelona,Spain,0,1,1,2,Asia
1992,TWN,Chinese Taipei,Barcelona,Spain,0,1,0,1,Asia
1992,MEX,Mexico,Barcelona,Spain,0,1,0,1,North America
1992,PER,Peru,Barcelona,Spain,0,1,0,1,South America
1992,MNG,Mongolia,Barcelona,Spain,0,0,2,2,Asia
1992,SVN,Slovenia,Barcelona,Spain,0,0,2,2,Europe
1992,ARG,Argentina,Barcelona,Spain,0,0,1,1,South America
1992,BHS,Bahamas,Barcelona,Spain,0,0,1,1,North America
1992,COL,Colombia,Barcelona,Spain,0,0,1,1,South America
1992,GHA,Ghana,Barcelona,Spain,0,0,1,1,Africa
1992,MYS,Malaysia,Barcelona,Spain,0,0,1,1,Asia
1992,PAK,Pakistan,Barcelona,Spain,0,0,1,1,Asia
1992,PHL,Philippines,Barcelona,Spain,0,0,1,1,Asia
1992,PRI,Puerto Rico,Barcelona,Spain,0,0,1,1,North America
1992,QAT,Qatar,Barcelona,Spain,0,0,1,1,Asia
1992,SUR,Suriname,Barcelona,Spain,0,0,1,1,South America
1992,THA,Thailand,Barcelona,Spain,0,0,1,1,Asia
1988,RUS,Soviet Union,Seoul,South Korea,55,31,46,132,Europe
1988,DEU,East Germany,Seoul,South Korea,37,35,30,102,Europe
1988,USA,United States,Seoul,South Korea,36,31,27,94,North America
1988,KOR,South Korea,Seoul,South Korea,12,10,11,33,Asia
1988,DEU,West Germany,Seoul,South Korea,11,14,15,40,Europe
1988,HUN,Hungary,Seoul,South Korea,11,6,6,23,Europe
1988,BGR,Bulgaria,Seoul,South Korea,10,12,13,35,Europe
1988,ROU,Romania,Seoul,South Korea,7,11,6,24,Europe
1988,FRA,France,Seoul,South Korea,6,4,6,16,Europe
1988,ITA,Italy,Seoul,South Korea,6,4,4,14,Europe
1988,CHN,China,Seoul,South Korea,5,11,12,28,Asia
1988,GBR,Great Britain,Seoul,South Korea,5,10,9,24,Europe
1988,KEN,Kenya,Seoul,South Korea,5,2,2,9,Africa
1988,JPN,Japan,Seoul,South Korea,4,3,7,14,Asia
1988,AUS,Australia,Seoul,South Korea,3,6,5,14,Oceania
1988,YUG,Yugoslavia,Seoul,South Korea,3,4,5,12,Europe
1988,CZE,Czechoslovakia,Seoul,South Korea,3,3,2,8,Europe
1988,NZL,New Zealand,Seoul,South Korea,3,2,8,13,Oceania
1988,CAN,Canada,Seoul,South Korea,3,2,5,10,North America
1988,POL,Poland,Seoul,South Korea,2,5,9,16,Europe
1988,NOR,Norway,Seoul,South Korea,2,3,0,5,Europe
1988,NLD,Netherlands,Seoul,South Korea,2,2,5,9,Europe
1988,DNK,Denmark,Seoul,South Korea,2,1,1,4,Europe
1988,BRA,Brazil,Seoul,South Korea,1,2,3,6,South America
1988,FIN,Finland,Seoul,South Korea,1,1,2,4,Europe
1988,ESP,Spain,Seoul,South Korea,1,1,2,4,Europe
1988,TUR,Turkey,Seoul,South Korea,1,1,0,2,Asia
1988,MAR,Morocco,Seoul,South Korea,1,0,2,3,Africa
1988,AUT,Austria,Seoul,South Korea,1,0,0,1,Europe
1988,PRT,Portugal,Seoul,South Korea,1,0,0,1,Europe
1988,SUR,Suriname,Seoul,South Korea,1,0,0,1,South America
1988,SWE,Sweden,Seoul,South Korea,0,4,7,11,Europe
1988,CHE,Switzerland,Seoul,South Korea,0,2,2,4,Europe
1988,JAM,Jamaica,Seoul,South Korea,0,2,0,2,North America
1988,ARG,Argentina,Seoul,South Korea,0,1,1,2,South America
1988,CHL,Chile,Seoul,South Korea,0,1,0,1,South America
1988,CRI,Costa Rica,Seoul,South Korea,0,1,0,1,North America
1988,IDN,Indonesia,Seoul,South Korea,0,1,0,1,Asia
1988,IRN,Iran,Seoul,South Korea,0,1,0,1,Asia
1988,ANT,Netherlands Antilles,Seoul,South Korea,0,1,0,1,South America
1988,PER,Peru,Seoul,South Korea,0,1,0,1,South America
1988,SEN,Senegal,Seoul,South Korea,0,1,0,1,Africa
1988,VIR,Virgin Islands,Seoul,South Korea,0,1,0,1,North America
1988,BEL,Belgium,Seoul,South Korea,0,0,2,2,Europe
1988,MEX,Mexico,Seoul,South Korea,0,0,2,2,North America
1988,COL,Colombia,Seoul,South Korea,0,0,1,1,South America
1988,DJI,Djibouti,Seoul,South Korea,0,0,1,1,Africa
1988,GRC,Greece,Seoul,South Korea,0,0,1,1,Europe
1988,MNG,Mongolia,Seoul,South Korea,0,0,1,1,Asia
1988,PAK,Pakistan,Seoul,South Korea,0,0,1,1,Asia
1988,PHL,Philippines,Seoul,South Korea,0,0,1,1,Asia
1988,THA,Thailand,Seoul,South Korea,0,0,1,1,Asia
1956,RUS,Soviet Union,,,37,29,32,98,Europe
1956,USA,United States,,,32,25,17,74,North America
1956,AUS,Australia,,,13,8,14,35,Oceania
1956,HUN,Hungary,,,9,10,7,26,Europe
1956,ITA,Italy,,,8,8,9,25,Europe
1956,SWE,Sweden,,,8,5,6,19,Europe
1956,DEU,United Team of Germany,,,6,13,7,26,Europe
1956,GBR,Great Britain,,,6,7,11,24,Europe
1956,ROU,Romania,,,5,3,5,13,Europe
1956,JPN,Japan,,,4,10,5,19,Asia
1956,FRA,France,,,4,4,6,14,Europe
1956,TUR,Turkey,,,3,2,2,7,Asia
1956,FIN,Finland,,,3,1,11,15,Europe
1956,IRN,Iran,,,2,2,1,5,Asia
1956,CAN,Canada,,,2,1,3,6,North America
1956,NZL,New Zealand,,,2,0,0,2,Oceania
1956,POL,Poland,,,1,4,4,9,Europe
1956,CZE,Czechoslovakia,,,1,4,1,6,Europe
1956,BGR,Bulgaria,,,1,3,1,5,Europe
1956,DNK,Denmark,,,1,2,1,4,Europe
1956,IRL,Ireland,,,1,1,3,5,Europe
1956,NOR,Norway,,,1,0,2,3,Europe
1956,MEX,Mexico,,,1,0,1,2,North America
1956,BRA,Brazil,,,1,0,0,1,South America
1956,IND,India,,,1,0,0,1,Asia
1956,YUG,Yugoslavia,,,0,3,0,3,Europe
1956,CHL,Chile,,,0,2,2,4,South America
1956,BEL,Belgium,,,0,2,0,2,Europe
1956,ARG,Argentina,,,0,1,1,2,South America
1956,KOR,South Korea,,,0,1,1,2,Asia
1956,ISL,Iceland,,,0,1,0,1,Europe
1956,PAK,Pakistan,,,0,1,0,1,Asia
1956,ZAF,South Africa,,,0,0,4,4,Africa
1956,AUT,Austria,,,0,0,2,2,Europe
1956,BHS,Bahamas,,,0,0,1,1,North America
1956,GRC,Greece,,,0,0,1,1,Europe
1956,CHE,Switzerland,,,0,0,1,1,Europe
1956,URY,Uruguay,,,0,0,1,1,South America
1952,USA,United States,Helsinki,Finland,40,19,17,76,North America
1952,RUS,Soviet Union,Helsinki,Finland,22,30,19,71,Europe
1952,HUN,Hungary,Helsinki,Finland,16,10,16,42,Europe
1952,SWE,Sweden,Helsinki,Finland,12,13,10,35,Europe
1952,ITA,Italy,Helsinki,Finland,8,9,4,21,Europe
1952,CZE,Czechoslovakia,Helsinki,Finland,7,3,3,13,Europe
1952,FRA,France,Helsinki,Finland,6,6,6,18,Europe
1952,FIN,Finland,Helsinki,Finland,6,3,13,22,Europe
1952,AUS,Australia,Helsinki,Finland,6,2,3,11,Oceania
1952,NOR,Norway,Helsinki,Finland,3,2,0,5,Europe
1952,CHE,Switzerland,Helsinki,Finland,2,6,6,14,Europe
1952,ZAF,South Africa,Helsinki,Finland,2,4,4,10,Africa
1952,JAM,Jamaica,Helsinki,Finland,2,3,0,5,North America
1952,BEL,Belgium,Helsinki,Finland,2,2,0,4,Europe
1952,DNK,Denmark,Helsinki,Finland,2,1,3,6,Europe
1952,TUR,Turkey,Helsinki,Finland,2,0,1,3,Asia
1952,JPN,Japan,Helsinki,Finland,1,6,2,9,Asia
1952,GBR,Great Britain,Helsinki,Finland,1,2,8,11,Europe
1952,ARG,Argentina,Helsinki,Finland,1,2,2,5,South America
1952,POL,Poland,Helsinki,Finland,1,2,1,4,Europe
1952,CAN,Canada,Helsinki,Finland,1,2,0,3,North America
1952,YUG,Yugoslavia,Helsinki,Finland,1,2,0,3,Europe
1952,ROU,Romania,Helsinki,Finland,1,1,2,4,Europe
1952,BRA,Brazil,Helsinki,Finland,1,0,2,3,South America
1952,NZL,New Zealand,Helsinki,Finland,1,0,2,3,Oceania
1952,IND,India,Helsinki,Finland,1,0,1,2,Asia
1952,LUX,Luxembourg,Helsinki,Finland,1,0,0,1,Europe
1952,DEU,Germany,Helsinki,Finland,0,7,17,24,Europe
1952,NLD,Netherlands,Helsinki,Finland,0,5,0,5,Europe
1952,IRN,Iran,Helsinki,Finland,0,3,4,7,Asia
1952,CHL,Chile,Helsinki,Finland,0,2,0,2,South America
1952,AUT,Austria,Helsinki,Finland,0,1,1,2,Europe
1952,LBN,Lebanon,Helsinki,Finland,0,1,1,2,Asia
1952,IRL,Ireland,Helsinki,Finland,0,1,0,1,Europe
1952,MEX,Mexico,Helsinki,Finland,0,1,0,1,North America
1952,ESP,Spain,Helsinki,Finland,0,1,0,1,Europe
1952,KOR,South Korea,Helsinki,Finland,0,0,2,2,Asia
1952,TTO,Trinidad and Tobago,Helsinki,Finland,0,0,2,2,North America
1952,URY,Uruguay,Helsinki,Finland,0,0,2,2,South America
1952,BGR,Bulgaria,Helsinki,Finland,0,0,1,1,Europe
1952,EGY,Egypt,Helsinki,Finland,0,0,1,1,Africa
1952,PRT,Portugal,Helsinki,Finland,0,0,1,1,Europe
1952,VEN,Venezuela,Helsinki,Finland,0,0,1,1,South America
1948,USA,United States,London,Great Britain,38,27,19,84,North America
1948,SWE,Sweden,London,Great Britain,16,11,17,44,Europe
1948,FRA,France,London,Great Britain,10,6,13,29,Europe
1948,HUN,Hungary,London,Great Britain,10,5,12,27,Europe
1948,ITA,Italy,London,Great Britain,8,11,8,27,Europe
1948,FIN,Finland,London,Great Britain,8,7,5,20,Europe
1948,TUR,Turkey,London,Great Britain,6,4,2,12,Asia
1948,CZE,Czechoslovakia,London,Great Britain,6,2,3,11,Europe
1948,CHE,Switzerland,London,Great Britain,5,10,5,20,Europe
1948,DNK,Denmark,London,Great Britain,5,7,8,20,Europe
1948,NLD,Netherlands,London,Great Britain,5,2,9,16,Europe
1948,GBR,Great Britain,London,Great Britain,3,14,6,23,Europe
1948,ARG,Argentina,London,Great Britain,3,3,1,7,South America
1948,AUS,Australia,London,Great Britain,2,6,5,13,Oceania
1948,BEL,Belgium,London,Great Britain,2,2,3,7,Europe
1948,EGY,Egypt,London,Great Britain,2,2,1,5,Africa
1948,MEX,Mexico,London,Great Britain,2,1,2,5,North America
1948,ZAF,South Africa,London,Great Britain,2,1,1,4,Africa
1948,NOR,Norway,London,Great Britain,1,3,3,7,Europe
1948,JAM,Jamaica,London,Great Britain,1,2,0,3,North America
1948,AUT,Austria,London,Great Britain,1,0,3,4,Europe
1948,IND,India,London,Great Britain,1,0,0,1,Asia
1948,PER,Peru,London,Great Britain,1,0,0,1,South America
1948,YUG,Yugoslavia,London,Great Britain,0,2,0,2,Europe
1948,CAN,Canada,London,Great Britain,0,1,2,3,North America
1948,PRT,Portugal,London,Great Britain,0,1,1,2,Europe
1948,URY,Uruguay,London,Great Britain,0,1,1,2,South America
1948,LKA,Ceylon,London,Great Britain,0,1,0,1,Asia
1948,CUB,Cuba,London,Great Britain,0,1,0,1,North America
1948,ESP,Spain,London,Great Britain,0,1,0,1,Europe
1948,TTO,Trinidad and Tobago,London,Great Britain,0,1,0,1,North America
1948,PAN,Panama,London,Great Britain,0,0,2,2,North America
1948,KOR,South Korea,London,Great Britain,0,0,2,2,Asia
1948,BRA,Brazil,London,Great Britain,0,0,1,1,South America
1948,IRN,Iran,London,Great Britain,0,0,1,1,Asia
1948,POL,Poland,London,Great Britain,0,0,1,1,Europe
1948,PRI,Puerto Rico,London,Great Britain,0,0,1,1,North America
1936,DEU,Germany,Berlin,Germany,33,26,30,89,Europe
1936,USA,United States,Berlin,Germany,24,20,12,56,North America
1936,HUN,Hungary,Berlin,Germany,10,1,5,16,Europe
1936,ITA,Italy,Berlin,Germany,8,9,5,22,Europe
1936,FIN,Finland,Berlin,Germany,7,6,6,19,Europe
1936,FRA,France,Berlin,Germany,7,6,6,19,Europe
1936,SWE,Sweden,Berlin,Germany,6,5,9,20,Europe
1936,JPN,Japan,Berlin,Germany,6,4,8,18,Asia
1936,NLD,Netherlands,Berlin,Germany,6,4,7,17,Europe
1936,GBR,Great Britain,Berlin,Germany,4,7,3,14,Europe
1936,AUT,Austria,Berlin,Germany,4,6,3,13,Europe
1936,CZE,Czechoslovakia,Berlin,Germany,3,5,0,8,Europe
1936,ARG,Argentina,Berlin,Germany,2,2,3,7,South America
1936,EST,Estonia,Berlin,Germany,2,2,3,7,Europe
1936,EGY,Egypt,Berlin,Germany,2,1,2,5,Africa
1936,CHE,Switzerland,Berlin,Germany,1,9,5,15,Europe
1936,CAN,Canada,Berlin,Germany,1,3,5,9,North America
1936,NOR,Norway,Berlin,Germany,1,3,2,6,Europe
1936,TUR,Turkey,Berlin,Germany,1,0,1,2,Asia
1936,IND,India,Berlin,Germany,1,0,0,1,Asia
1936,NZL,New Zealand,Berlin,Germany,1,0,0,1,Oceania
1936,POL,Poland,Berlin,Germany,0,3,3,6,Europe
1936,DNK,Denmark,Berlin,Germany,0,2,3,5,Europe
1936,LVA,Latvia,Berlin,Germany,0,1,1,2,Europe
1936,ROU,Romania,Berlin,Germany,0,1,0,1,Europe
1936,ZAF,South Africa,Berlin,Germany,0,1,0,1,Africa
1936,YUG,Yugoslavia,Berlin,Germany,0,1,0,1,Europe
1936,MEX,Mexico,Berlin,Germany,0,0,3,3,North America
1936,BEL,Belgium,Berlin,Germany,0,0,2,2,Europe
1936,AUS,Australia,Berlin,Germany,0,0,1,1,Oceania
1936,PHL,Philippines,Berlin,Germany,0,0,1,1,Asia
1936,PRT,Portugal,Berlin,Germany,0,0,1,1,Europe